1	john	usa	7654	j@.com
2	rock	london	87659	rock@.com
7	dipak	macao	765443	dip@.com
12		qwe	1234345	dsg
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
7536880			0	
0			0	
0			0	
0			0	
14		qwe	22456	asdf
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
12452080			0	
0			0	
0			0	
0			0	
0			0	
1234		qwer	12345	asd
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
7667952			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
0			0	
